,TimeStamp,"Neighbourhood Demand (kW,avg)","Neighbourhood Generation (kW,avg)",Imbalance pre control assets (kW),Imbalance pre control assets (kWh),Capacity Check Storage,Storage SoC (kWh),Imbalance Remaining (kWh),Dates,Time
0,2021-01-01 00:00:00,5.541,0.0,5.541,0,0,0,0,2021-01-01,00:00:00
1,2021-01-01 00:15:00,5.398,0.0,5.398,0,0,0,0,2021-01-01,00:15:00
2,2021-01-01 00:30:00,5.267,0.0,5.267,0,0,0,0,2021-01-01,00:30:00
3,2021-01-01 00:45:00,5.252,0.0,5.252,0,0,0,0,2021-01-01,00:45:00
4,2021-01-01 01:00:00,5.235,0.0,5.235,0,0,0,0,2021-01-01,01:00:00
5,2021-01-01 01:15:00,5.24,0.0,5.24,0,0,0,0,2021-01-01,01:15:00
6,2021-01-01 01:30:00,5.273,0.0,5.273,0,0,0,0,2021-01-01,01:30:00
7,2021-01-01 01:45:00,5.221,0.0,5.221,0,0,0,0,2021-01-01,01:45:00
8,2021-01-01 02:00:00,5.245,0.0,5.245,0,0,0,0,2021-01-01,02:00:00
9,2021-01-01 02:15:00,5.24,0.0,5.24,0,0,0,0,2021-01-01,02:15:00
10,2021-01-01 02:30:00,5.271,0.0,5.271,0,0,0,0,2021-01-01,02:30:00
11,2021-01-01 02:45:00,5.215,0.0,5.215,0,0,0,0,2021-01-01,02:45:00
12,2021-01-01 03:00:00,5.246,0.0,5.246,0,0,0,0,2021-01-01,03:00:00
13,2021-01-01 03:15:00,5.267,0.0,5.267,0,0,0,0,2021-01-01,03:15:00
14,2021-01-01 03:30:00,5.235,0.0,5.235,0,0,0,0,2021-01-01,03:30:00
15,2021-01-01 03:45:00,5.237,0.0,5.237,0,0,0,0,2021-01-01,03:45:00
16,2021-01-01 04:00:00,5.247,0.0,5.247,0,0,0,0,2021-01-01,04:00:00
17,2021-01-01 04:15:00,5.252,0.0,5.252,0,0,0,0,2021-01-01,04:15:00
18,2021-01-01 04:30:00,5.237,0.0,5.237,0,0,0,0,2021-01-01,04:30:00
19,2021-01-01 04:45:00,5.248,0.0,5.248,0,0,0,0,2021-01-01,04:45:00
20,2021-01-01 05:00:00,5.25,0.0,5.25,0,0,0,0,2021-01-01,05:00:00
21,2021-01-01 05:15:00,5.231,0.0,5.231,0,0,0,0,2021-01-01,05:15:00
22,2021-01-01 05:30:00,5.246,0.0,5.246,0,0,0,0,2021-01-01,05:30:00
23,2021-01-01 05:45:00,5.262,0.0,5.262,0,0,0,0,2021-01-01,05:45:00
24,2021-01-01 06:00:00,5.217,0.0,5.217,0,0,0,0,2021-01-01,06:00:00
25,2021-01-01 06:15:00,5.253,0.0,5.253,0,0,0,0,2021-01-01,06:15:00
26,2021-01-01 06:30:00,5.247,0.0,5.247,0,0,0,0,2021-01-01,06:30:00
27,2021-01-01 06:45:00,5.256,0.0,5.256,0,0,0,0,2021-01-01,06:45:00
28,2021-01-01 07:00:00,5.216,0.0,5.216,0,0,0,0,2021-01-01,07:00:00
29,2021-01-01 07:15:00,5.333,0.0,5.333,0,0,0,0,2021-01-01,07:15:00
30,2021-01-01 07:30:00,5.759,0.0,5.759,0,0,0,0,2021-01-01,07:30:00
31,2021-01-01 07:45:00,5.802,0.0,5.802,0,0,0,0,2021-01-01,07:45:00
32,2021-01-01 08:00:00,6.771,0.0,6.771,0,0,0,0,2021-01-01,08:00:00
33,2021-01-01 08:15:00,7.554,0.0,7.554,0,0,0,0,2021-01-01,08:15:00
34,2021-01-01 08:30:00,9.022,0.0,9.022,0,0,0,0,2021-01-01,08:30:00
35,2021-01-01 08:45:00,8.584,0.0,8.584,0,0,0,0,2021-01-01,08:45:00
36,2021-01-01 09:00:00,8.557,-0.7138,7.8432,0,0,0,0,2021-01-01,09:00:00
37,2021-01-01 09:15:00,8.069,-32.752,-24.683,0,0,0,0,2021-01-01,09:15:00
38,2021-01-01 09:30:00,8.466,-22.279,-13.813,0,0,0,0,2021-01-01,09:30:00
39,2021-01-01 09:45:00,8.236,-20.329,-12.093,0,0,0,0,2021-01-01,09:45:00
40,2021-01-01 10:00:00,8.311,-20.379,-12.068,0,0,0,0,2021-01-01,10:00:00
41,2021-01-01 10:15:00,8.33,-21.436,-13.106,0,0,0,0,2021-01-01,10:15:00
42,2021-01-01 10:30:00,9.627,-23.139,-13.512,0,0,0,0,2021-01-01,10:30:00
43,2021-01-01 10:45:00,10.178,-16.305,-6.127,0,0,0,0,2021-01-01,10:45:00
44,2021-01-01 11:00:00,10.615,-12.159,-1.544,0,0,0,0,2021-01-01,11:00:00
45,2021-01-01 11:15:00,8.343,-9.633,-1.29,0,0,0,0,2021-01-01,11:15:00
46,2021-01-01 11:30:00,8.479,-8.018,0.461,0,0,0,0,2021-01-01,11:30:00
47,2021-01-01 11:45:00,9.719,-7.823,1.896,0,0,0,0,2021-01-01,11:45:00
48,2021-01-01 12:00:00,8.989,-7.706,1.283,0,0,0,0,2021-01-01,12:00:00
49,2021-01-01 12:15:00,8.546,-7.63,0.916,0,0,0,0,2021-01-01,12:15:00
50,2021-01-01 12:30:00,9.058,-7.601,1.457,0,0,0,0,2021-01-01,12:30:00
51,2021-01-01 12:45:00,8.624,-7.364,1.26,0,0,0,0,2021-01-01,12:45:00
52,2021-01-01 13:00:00,8.191,-7.166,1.025,0,0,0,0,2021-01-01,13:00:00
53,2021-01-01 13:15:00,7.624,-7.001,0.623,0,0,0,0,2021-01-01,13:15:00
54,2021-01-01 13:30:00,8.709,-6.846,1.863,0,0,0,0,2021-01-01,13:30:00
55,2021-01-01 13:45:00,8.185,-5.6966,2.4884,0,0,0,0,2021-01-01,13:45:00
56,2021-01-01 14:00:00,8.351,-4.6654,3.6856,0,0,0,0,2021-01-01,14:00:00
57,2021-01-01 14:15:00,8.238,-3.6829,4.5551,0,0,0,0,2021-01-01,14:15:00
58,2021-01-01 14:30:00,8.275,-2.7112,5.5638,0,0,0,0,2021-01-01,14:30:00
59,2021-01-01 14:45:00,8.204,-2.1262,6.0778,0,0,0,0,2021-01-01,14:45:00
60,2021-01-01 15:00:00,7.995,-1.5468,6.4482,0,0,0,0,2021-01-01,15:00:00
61,2021-01-01 15:15:00,8.418,-0.9721,7.4459,0,0,0,0,2021-01-01,15:15:00
62,2021-01-01 15:30:00,8.952,-0.4041,8.5479,0,0,0,0,2021-01-01,15:30:00
63,2021-01-01 15:45:00,8.896,-0.30435,8.59165,0,0,0,0,2021-01-01,15:45:00
64,2021-01-01 16:00:00,9.096,-0.2046,8.8914,0,0,0,0,2021-01-01,16:00:00
65,2021-01-01 16:15:00,9.563,-0.09885,9.46415,0,0,0,0,2021-01-01,16:15:00
66,2021-01-01 16:30:00,11.267,0.0,11.267,0,0,0,0,2021-01-01,16:30:00
67,2021-01-01 16:45:00,11.541,0.0,11.541,0,0,0,0,2021-01-01,16:45:00
68,2021-01-01 17:00:00,11.254,0.0,11.254,0,0,0,0,2021-01-01,17:00:00
69,2021-01-01 17:15:00,13.336,0.0,13.336,0,0,0,0,2021-01-01,17:15:00
70,2021-01-01 17:30:00,11.746,0.0,11.746,0,0,0,0,2021-01-01,17:30:00
71,2021-01-01 17:45:00,12.548,0.0,12.548,0,0,0,0,2021-01-01,17:45:00
72,2021-01-01 18:00:00,15.415,0.0,15.415,0,0,0,0,2021-01-01,18:00:00
73,2021-01-01 18:15:00,15.085,0.0,15.085,0,0,0,0,2021-01-01,18:15:00
74,2021-01-01 18:30:00,16.775,0.0,16.775,0,0,0,0,2021-01-01,18:30:00
75,2021-01-01 18:45:00,14.819,0.0,14.819,0,0,0,0,2021-01-01,18:45:00
76,2021-01-01 19:00:00,14.436,0.0,14.436,0,0,0,0,2021-01-01,19:00:00
77,2021-01-01 19:15:00,15.184,0.0,15.184,0,0,0,0,2021-01-01,19:15:00
78,2021-01-01 19:30:00,14.936,0.0,14.936,0,0,0,0,2021-01-01,19:30:00
79,2021-01-01 19:45:00,15.247,0.0,15.247,0,0,0,0,2021-01-01,19:45:00
80,2021-01-01 20:00:00,17.217,0.0,17.217,0,0,0,0,2021-01-01,20:00:00
81,2021-01-01 20:15:00,14.613,0.0,14.613,0,0,0,0,2021-01-01,20:15:00
82,2021-01-01 20:30:00,13.066,0.0,13.066,0,0,0,0,2021-01-01,20:30:00
83,2021-01-01 20:45:00,14.933,0.0,14.933,0,0,0,0,2021-01-01,20:45:00
84,2021-01-01 21:00:00,13.913,0.0,13.913,0,0,0,0,2021-01-01,21:00:00
85,2021-01-01 21:15:00,12.471,0.0,12.471,0,0,0,0,2021-01-01,21:15:00
86,2021-01-01 21:30:00,12.549,0.0,12.549,0,0,0,0,2021-01-01,21:30:00
87,2021-01-01 21:45:00,12.453,0.0,12.453,0,0,0,0,2021-01-01,21:45:00
88,2021-01-01 22:00:00,12.032,0.0,12.032,0,0,0,0,2021-01-01,22:00:00
89,2021-01-01 22:15:00,11.731,0.0,11.731,0,0,0,0,2021-01-01,22:15:00
90,2021-01-01 22:30:00,11.525,0.0,11.525,0,0,0,0,2021-01-01,22:30:00
91,2021-01-01 22:45:00,10.077,0.0,10.077,0,0,0,0,2021-01-01,22:45:00
92,2021-01-01 23:00:00,6.745,0.0,6.745,0,0,0,0,2021-01-01,23:00:00
93,2021-01-01 23:15:00,5.475,0.0,5.475,0,0,0,0,2021-01-01,23:15:00
94,2021-01-01 23:30:00,5.245,0.0,5.245,0,0,0,0,2021-01-01,23:30:00
95,2021-01-01 23:45:00,5.231,0.0,5.231,0,0,0,0,2021-01-01,23:45:00
96,2021-01-02 00:00:00,5.259,0.0,5.259,0,0,0,0,2021-01-02,00:00:00
97,2021-01-02 00:15:00,5.231,0.0,5.231,0,0,0,0,2021-01-02,00:15:00
98,2021-01-02 00:30:00,5.254,0.0,5.254,0,0,0,0,2021-01-02,00:30:00
99,2021-01-02 00:45:00,5.246,0.0,5.246,0,0,0,0,2021-01-02,00:45:00
100,2021-01-02 01:00:00,5.25,0.0,5.25,0,0,0,0,2021-01-02,01:00:00
101,2021-01-02 01:15:00,5.219,0.0,5.219,0,0,0,0,2021-01-02,01:15:00
102,2021-01-02 01:30:00,5.257,0.0,5.257,0,0,0,0,2021-01-02,01:30:00
103,2021-01-02 01:45:00,5.269,0.0,5.269,0,0,0,0,2021-01-02,01:45:00
104,2021-01-02 02:00:00,5.207,0.0,5.207,0,0,0,0,2021-01-02,02:00:00
105,2021-01-02 02:15:00,5.25,0.0,5.25,0,0,0,0,2021-01-02,02:15:00
106,2021-01-02 02:30:00,5.267,0.0,5.267,0,0,0,0,2021-01-02,02:30:00
107,2021-01-02 02:45:00,5.256,0.0,5.256,0,0,0,0,2021-01-02,02:45:00
108,2021-01-02 03:00:00,5.197,0.0,5.197,0,0,0,0,2021-01-02,03:00:00
109,2021-01-02 03:15:00,5.26,0.0,5.26,0,0,0,0,2021-01-02,03:15:00
110,2021-01-02 03:30:00,5.276,0.0,5.276,0,0,0,0,2021-01-02,03:30:00
111,2021-01-02 03:45:00,5.228,0.0,5.228,0,0,0,0,2021-01-02,03:45:00
112,2021-01-02 04:00:00,5.223,0.0,5.223,0,0,0,0,2021-01-02,04:00:00
113,2021-01-02 04:15:00,5.262,0.0,5.262,0,0,0,0,2021-01-02,04:15:00
114,2021-01-02 04:30:00,5.259,0.0,5.259,0,0,0,0,2021-01-02,04:30:00
115,2021-01-02 04:45:00,5.233,0.0,5.233,0,0,0,0,2021-01-02,04:45:00
116,2021-01-02 05:00:00,5.237,0.0,5.237,0,0,0,0,2021-01-02,05:00:00
117,2021-01-02 05:15:00,5.252,0.0,5.252,0,0,0,0,2021-01-02,05:15:00
118,2021-01-02 05:30:00,5.348,0.0,5.348,0,0,0,0,2021-01-02,05:30:00
119,2021-01-02 05:45:00,5.503,0.0,5.503,0,0,0,0,2021-01-02,05:45:00
120,2021-01-02 06:00:00,5.481,0.0,5.481,0,0,0,0,2021-01-02,06:00:00
121,2021-01-02 06:15:00,6.136,0.0,6.136,0,0,0,0,2021-01-02,06:15:00
122,2021-01-02 06:30:00,7.61,0.0,7.61,0,0,0,0,2021-01-02,06:30:00
123,2021-01-02 06:45:00,8.711,0.0,8.711,0,0,0,0,2021-01-02,06:45:00
124,2021-01-02 07:00:00,9.038,0.0,9.038,0,0,0,0,2021-01-02,07:00:00
125,2021-01-02 07:15:00,9.033,0.0,9.033,0,0,0,0,2021-01-02,07:15:00
126,2021-01-02 07:30:00,8.854,0.0,8.854,0,0,0,0,2021-01-02,07:30:00
127,2021-01-02 07:45:00,8.171,0.0,8.171,0,0,0,0,2021-01-02,07:45:00
128,2021-01-02 08:00:00,8.206,0.0,8.206,0,0,0,0,2021-01-02,08:00:00
129,2021-01-02 08:15:00,8.573,0.0,8.573,0,0,0,0,2021-01-02,08:15:00
130,2021-01-02 08:30:00,8.552,0.0,8.552,0,0,0,0,2021-01-02,08:30:00
131,2021-01-02 08:45:00,8.03,0.0,8.03,0,0,0,0,2021-01-02,08:45:00
132,2021-01-02 09:00:00,7.431,-0.59834,6.83266,0,0,0,0,2021-01-02,09:00:00
133,2021-01-02 09:15:00,6.717,-21.899,-15.182,0,0,0,0,2021-01-02,09:15:00
134,2021-01-02 09:30:00,6.747,-14.717,-7.97,0,0,0,0,2021-01-02,09:30:00
135,2021-01-02 09:45:00,6.773,-9.104,-2.331,0,0,0,0,2021-01-02,09:45:00
136,2021-01-02 10:00:00,7.9,-7.21,0.69,0,0,0,0,2021-01-02,10:00:00
137,2021-01-02 10:15:00,7.788,-6.5449,1.2431,0,0,0,0,2021-01-02,10:15:00
138,2021-01-02 10:30:00,7.564,-6.362,1.202,0,0,0,0,2021-01-02,10:30:00
139,2021-01-02 10:45:00,6.714,-5.2369,1.4771,0,0,0,0,2021-01-02,10:45:00
140,2021-01-02 11:00:00,6.621,-4.5939,2.0271,0,0,0,0,2021-01-02,11:00:00
141,2021-01-02 11:15:00,6.657,-4.0595,2.5975,0,0,0,0,2021-01-02,11:15:00
142,2021-01-02 11:30:00,6.721,-3.5412,3.1798,0,0,0,0,2021-01-02,11:30:00
143,2021-01-02 11:45:00,6.67,-3.6954,2.9746,0,0,0,0,2021-01-02,11:45:00
144,2021-01-02 12:00:00,7.432,-3.8604,3.5716,0,0,0,0,2021-01-02,12:00:00
145,2021-01-02 12:15:00,6.665,-4.0162,2.6488,0,0,0,0,2021-01-02,12:15:00
146,2021-01-02 12:30:00,7.265,-4.1754,3.0896,0,0,0,0,2021-01-02,12:30:00
147,2021-01-02 12:45:00,6.784,-3.7983,2.9857,0,0,0,0,2021-01-02,12:45:00
148,2021-01-02 13:00:00,6.864,-3.4181,3.4459,0,0,0,0,2021-01-02,13:00:00
149,2021-01-02 13:15:00,6.706,-3.0435,3.6625,0,0,0,0,2021-01-02,13:15:00
150,2021-01-02 13:30:00,6.747,-2.6727,4.0743,0,0,0,0,2021-01-02,13:30:00
151,2021-01-02 13:45:00,7.039,-2.3031,4.7359,0,0,0,0,2021-01-02,13:45:00
152,2021-01-02 14:00:00,7.642,-1.9392,5.7028,0,0,0,0,2021-01-02,14:00:00
153,2021-01-02 14:15:00,10.18,-1.5774,8.6026,0,0,0,0,2021-01-02,14:15:00
154,2021-01-02 14:30:00,10.129,-1.2159,8.9131,0,0,0,0,2021-01-02,14:30:00
155,2021-01-02 14:45:00,8.992,-0.9611,8.0309,0,0,0,0,2021-01-02,14:45:00
156,2021-01-02 15:00:00,8.121,-0.7066,7.4144,0,0,0,0,2021-01-02,15:00:00
157,2021-01-02 15:15:00,7.815,-0.45247,7.36253,0,0,0,0,2021-01-02,15:15:00
158,2021-01-02 15:30:00,8.521,-0.19994,8.32106,0,0,0,0,2021-01-02,15:30:00
159,2021-01-02 15:45:00,8.566,-0.15024,8.41576,0,0,0,0,2021-01-02,15:45:00
160,2021-01-02 16:00:00,11.126,-0.10056,11.02544,0,0,0,0,2021-01-02,16:00:00
161,2021-01-02 16:15:00,11.469,-0.049474,11.419526,0,0,0,0,2021-01-02,16:15:00
162,2021-01-02 16:30:00,14.292,0.0,14.292,0,0,0,0,2021-01-02,16:30:00
163,2021-01-02 16:45:00,15.025,0.0,15.025,0,0,0,0,2021-01-02,16:45:00
164,2021-01-02 17:00:00,15.566,0.0,15.566,0,0,0,0,2021-01-02,17:00:00
165,2021-01-02 17:15:00,17.655,0.0,17.655,0,0,0,0,2021-01-02,17:15:00
166,2021-01-02 17:30:00,16.291,0.0,16.291,0,0,0,0,2021-01-02,17:30:00
167,2021-01-02 17:45:00,37.721,0.0,37.721,0,0,0,0,2021-01-02,17:45:00
168,2021-01-02 18:00:00,35.641,0.0,35.641,0,0,0,0,2021-01-02,18:00:00
169,2021-01-02 18:15:00,17.071,0.0,17.071,0,0,0,0,2021-01-02,18:15:00
170,2021-01-02 18:30:00,14.032,0.0,14.032,0,0,0,0,2021-01-02,18:30:00
171,2021-01-02 18:45:00,12.862,0.0,12.862,0,0,0,0,2021-01-02,18:45:00
172,2021-01-02 19:00:00,12.21,0.0,12.21,0,0,0,0,2021-01-02,19:00:00
173,2021-01-02 19:15:00,13.261,0.0,13.261,0,0,0,0,2021-01-02,19:15:00
174,2021-01-02 19:30:00,12.558,0.0,12.558,0,0,0,0,2021-01-02,19:30:00
175,2021-01-02 19:45:00,11.76,0.0,11.76,0,0,0,0,2021-01-02,19:45:00
176,2021-01-02 20:00:00,13.735,0.0,13.735,0,0,0,0,2021-01-02,20:00:00
177,2021-01-02 20:15:00,12.859,0.0,12.859,0,0,0,0,2021-01-02,20:15:00
178,2021-01-02 20:30:00,14.382,0.0,14.382,0,0,0,0,2021-01-02,20:30:00
179,2021-01-02 20:45:00,12.376,0.0,12.376,0,0,0,0,2021-01-02,20:45:00
180,2021-01-02 21:00:00,11.901,0.0,11.901,0,0,0,0,2021-01-02,21:00:00
181,2021-01-02 21:15:00,11.718,0.0,11.718,0,0,0,0,2021-01-02,21:15:00
182,2021-01-02 21:30:00,11.594,0.0,11.594,0,0,0,0,2021-01-02,21:30:00
183,2021-01-02 21:45:00,11.135,0.0,11.135,0,0,0,0,2021-01-02,21:45:00
184,2021-01-02 22:00:00,10.885,0.0,10.885,0,0,0,0,2021-01-02,22:00:00
185,2021-01-02 22:15:00,10.397,0.0,10.397,0,0,0,0,2021-01-02,22:15:00
186,2021-01-02 22:30:00,9.25,0.0,9.25,0,0,0,0,2021-01-02,22:30:00
187,2021-01-02 22:45:00,8.547,0.0,8.547,0,0,0,0,2021-01-02,22:45:00
188,2021-01-02 23:00:00,6.813,0.0,6.813,0,0,0,0,2021-01-02,23:00:00
189,2021-01-02 23:15:00,5.381,0.0,5.381,0,0,0,0,2021-01-02,23:15:00
190,2021-01-02 23:30:00,5.302,0.0,5.302,0,0,0,0,2021-01-02,23:30:00
191,2021-01-02 23:45:00,5.207,0.0,5.207,0,0,0,0,2021-01-02,23:45:00
192,2021-01-03 00:00:00,5.253,0.0,5.253,0,0,0,0,2021-01-03,00:00:00
193,2021-01-03 00:15:00,5.284,0.0,5.284,0,0,0,0,2021-01-03,00:15:00
194,2021-01-03 00:30:00,5.221,0.0,5.221,0,0,0,0,2021-01-03,00:30:00
195,2021-01-03 00:45:00,5.223,0.0,5.223,0,0,0,0,2021-01-03,00:45:00
196,2021-01-03 01:00:00,5.256,0.0,5.256,0,0,0,0,2021-01-03,01:00:00
197,2021-01-03 01:15:00,5.273,0.0,5.273,0,0,0,0,2021-01-03,01:15:00
198,2021-01-03 01:30:00,5.217,0.0,5.217,0,0,0,0,2021-01-03,01:30:00
199,2021-01-03 01:45:00,5.231,0.0,5.231,0,0,0,0,2021-01-03,01:45:00
200,2021-01-03 02:00:00,5.274,0.0,5.274,0,0,0,0,2021-01-03,02:00:00
201,2021-01-03 02:15:00,5.237,0.0,5.237,0,0,0,0,2021-01-03,02:15:00
202,2021-01-03 02:30:00,5.239,0.0,5.239,0,0,0,0,2021-01-03,02:30:00
203,2021-01-03 02:45:00,5.229,0.0,5.229,0,0,0,0,2021-01-03,02:45:00
204,2021-01-03 03:00:00,5.265,0.0,5.265,0,0,0,0,2021-01-03,03:00:00
205,2021-01-03 03:15:00,5.245,0.0,5.245,0,0,0,0,2021-01-03,03:15:00
206,2021-01-03 03:30:00,5.251,0.0,5.251,0,0,0,0,2021-01-03,03:30:00
207,2021-01-03 03:45:00,5.219,0.0,5.219,0,0,0,0,2021-01-03,03:45:00
208,2021-01-03 04:00:00,5.248,0.0,5.248,0,0,0,0,2021-01-03,04:00:00
209,2021-01-03 04:15:00,5.267,0.0,5.267,0,0,0,0,2021-01-03,04:15:00
210,2021-01-03 04:30:00,5.243,0.0,5.243,0,0,0,0,2021-01-03,04:30:00
211,2021-01-03 04:45:00,5.207,0.0,5.207,0,0,0,0,2021-01-03,04:45:00
212,2021-01-03 05:00:00,5.261,0.0,5.261,0,0,0,0,2021-01-03,05:00:00
213,2021-01-03 05:15:00,5.275,0.0,5.275,0,0,0,0,2021-01-03,05:15:00
214,2021-01-03 05:30:00,5.229,0.0,5.229,0,0,0,0,2021-01-03,05:30:00
215,2021-01-03 05:45:00,5.213,0.0,5.213,0,0,0,0,2021-01-03,05:45:00
216,2021-01-03 06:00:00,5.348,0.0,5.348,0,0,0,0,2021-01-03,06:00:00
217,2021-01-03 06:15:00,5.989,0.0,5.989,0,0,0,0,2021-01-03,06:15:00
218,2021-01-03 06:30:00,6.902,0.0,6.902,0,0,0,0,2021-01-03,06:30:00
219,2021-01-03 06:45:00,8.506,0.0,8.506,0,0,0,0,2021-01-03,06:45:00
220,2021-01-03 07:00:00,8.989,0.0,8.989,0,0,0,0,2021-01-03,07:00:00
221,2021-01-03 07:15:00,9.621,0.0,9.621,0,0,0,0,2021-01-03,07:15:00
222,2021-01-03 07:30:00,8.724,0.0,8.724,0,0,0,0,2021-01-03,07:30:00
223,2021-01-03 07:45:00,8.284,0.0,8.284,0,0,0,0,2021-01-03,07:45:00
224,2021-01-03 08:00:00,7.773,0.0,7.773,0,0,0,0,2021-01-03,08:00:00
225,2021-01-03 08:15:00,7.837,0.0,7.837,0,0,0,0,2021-01-03,08:15:00
226,2021-01-03 08:30:00,8.016,0.0,8.016,0,0,0,0,2021-01-03,08:30:00
227,2021-01-03 08:45:00,7.632,0.0,7.632,0,0,0,0,2021-01-03,08:45:00
228,2021-01-03 09:00:00,7.08,-1.0183,6.0617,0,0,0,0,2021-01-03,09:00:00
229,2021-01-03 09:15:00,6.658,-1.6435,5.0145,0,0,0,0,2021-01-03,09:15:00
230,2021-01-03 09:30:00,6.641,-1.7838,4.8572,0,0,0,0,2021-01-03,09:30:00
231,2021-01-03 09:45:00,6.68,-1.7675,4.9125,0,0,0,0,2021-01-03,09:45:00
232,2021-01-03 10:00:00,6.688,-1.7866,4.9014,0,0,0,0,2021-01-03,10:00:00
233,2021-01-03 10:15:00,6.707,-1.8181,4.8889,0,0,0,0,2021-01-03,10:15:00
234,2021-01-03 10:30:00,7.808,-1.8575,5.9505,0,0,0,0,2021-01-03,10:30:00
235,2021-01-03 10:45:00,8.152,-2.8239,5.3281,0,0,0,0,2021-01-03,10:45:00
236,2021-01-03 11:00:00,6.902,-3.7995,3.1025,0,0,0,0,2021-01-03,11:00:00
237,2021-01-03 11:15:00,6.755,-4.7892,1.9658,0,0,0,0,2021-01-03,11:15:00
238,2021-01-03 11:30:00,7.038,-5.8129,1.2251,0,0,0,0,2021-01-03,11:30:00
239,2021-01-03 11:45:00,7.921,-6.754,1.167,0,0,0,0,2021-01-03,11:45:00
240,2021-01-03 12:00:00,7.691,-7.821,-0.13,0,0,0,0,2021-01-03,12:00:00
241,2021-01-03 12:15:00,8.264,-9.067,-0.803,0,0,0,0,2021-01-03,12:15:00
242,2021-01-03 12:30:00,7.536,-10.588,-3.052,0,0,0,0,2021-01-03,12:30:00
243,2021-01-03 12:45:00,7.014,-7.868,-0.854,0,0,0,0,2021-01-03,12:45:00
244,2021-01-03 13:00:00,7.241,-5.9682,1.2728,0,0,0,0,2021-01-03,13:00:00
245,2021-01-03 13:15:00,6.754,-4.3987,2.3553,0,0,0,0,2021-01-03,13:15:00
246,2021-01-03 13:30:00,6.802,-2.8792,3.9228,0,0,0,0,2021-01-03,13:30:00
247,2021-01-03 13:45:00,7.343,-2.4082,4.9348,0,0,0,0,2021-01-03,13:45:00
248,2021-01-03 14:00:00,7.674,-1.9382,5.7358,0,0,0,0,2021-01-03,14:00:00
249,2021-01-03 14:15:00,8.46,-1.4713,6.9887,0,0,0,0,2021-01-03,14:15:00
250,2021-01-03 14:30:00,8.954,-1.0096,7.9444,0,0,0,0,2021-01-03,14:30:00
251,2021-01-03 14:45:00,7.912,-0.8064,7.1056,0,0,0,0,2021-01-03,14:45:00
252,2021-01-03 15:00:00,7.896,-0.60352,7.29248,0,0,0,0,2021-01-03,15:00:00
253,2021-01-03 15:15:00,7.899,-0.40152,7.49748,0,0,0,0,2021-01-03,15:15:00
254,2021-01-03 15:30:00,8.38,-0.19991,8.18009,0,0,0,0,2021-01-03,15:30:00
255,2021-01-03 15:45:00,8.6,-0.1501,8.4499,0,0,0,0,2021-01-03,15:45:00
256,2021-01-03 16:00:00,9.814,-0.1004,9.7136,0,0,0,0,2021-01-03,16:00:00
257,2021-01-03 16:15:00,12.319,-0.049475,12.269525,0,0,0,0,2021-01-03,16:15:00
258,2021-01-03 16:30:00,34.461,0.0,34.461,0,0,0,0,2021-01-03,16:30:00
259,2021-01-03 16:45:00,34.014,0.0,34.014,0,0,0,0,2021-01-03,16:45:00
260,2021-01-03 17:00:00,17.652,0.0,17.652,0,0,0,0,2021-01-03,17:00:00
261,2021-01-03 17:15:00,15.461,0.0,15.461,0,0,0,0,2021-01-03,17:15:00
262,2021-01-03 17:30:00,17.024,0.0,17.024,0,0,0,0,2021-01-03,17:30:00
263,2021-01-03 17:45:00,16.168,0.0,16.168,0,0,0,0,2021-01-03,17:45:00
264,2021-01-03 18:00:00,36.749,0.0,36.749,0,0,0,0,2021-01-03,18:00:00
265,2021-01-03 18:15:00,37.832,0.0,37.832,0,0,0,0,2021-01-03,18:15:00
266,2021-01-03 18:30:00,19.882,0.0,19.882,0,0,0,0,2021-01-03,18:30:00
267,2021-01-03 18:45:00,14.664,0.0,14.664,0,0,0,0,2021-01-03,18:45:00
268,2021-01-03 19:00:00,14.66,0.0,14.66,0,0,0,0,2021-01-03,19:00:00
269,2021-01-03 19:15:00,15.636,0.0,15.636,0,0,0,0,2021-01-03,19:15:00
270,2021-01-03 19:30:00,13.059,0.0,13.059,0,0,0,0,2021-01-03,19:30:00
271,2021-01-03 19:45:00,11.411,0.0,11.411,0,0,0,0,2021-01-03,19:45:00
272,2021-01-03 20:00:00,12.285,0.0,12.285,0,0,0,0,2021-01-03,20:00:00
273,2021-01-03 20:15:00,12.188,0.0,12.188,0,0,0,0,2021-01-03,20:15:00
274,2021-01-03 20:30:00,12.228,0.0,12.228,0,0,0,0,2021-01-03,20:30:00
275,2021-01-03 20:45:00,13.892,0.0,13.892,0,0,0,0,2021-01-03,20:45:00
276,2021-01-03 21:00:00,13.274,0.0,13.274,0,0,0,0,2021-01-03,21:00:00
277,2021-01-03 21:15:00,13.689,0.0,13.689,0,0,0,0,2021-01-03,21:15:00
278,2021-01-03 21:30:00,12.661,0.0,12.661,0,0,0,0,2021-01-03,21:30:00
279,2021-01-03 21:45:00,11.767,0.0,11.767,0,0,0,0,2021-01-03,21:45:00
280,2021-01-03 22:00:00,11.404,0.0,11.404,0,0,0,0,2021-01-03,22:00:00
281,2021-01-03 22:15:00,10.826,0.0,10.826,0,0,0,0,2021-01-03,22:15:00
282,2021-01-03 22:30:00,10.13,0.0,10.13,0,0,0,0,2021-01-03,22:30:00
283,2021-01-03 22:45:00,8.725,0.0,8.725,0,0,0,0,2021-01-03,22:45:00
