Time,General Demand (W),EV Demand (W),Heating Demand (W),PV (W)
1/1/2021 0:00,5686,0,5813,0
1/1/2021 0:15,5514,0,5813,0
1/1/2021 0:30,5391,0,5813,0
1/1/2021 0:45,5376,0,5813,0
1/1/2021 1:00,5354,0,5813,0
1/1/2021 1:15,5364,0,5813,0
1/1/2021 1:30,5371,0,5813,0
1/1/2021 1:45,5376,0,5813,0
1/1/2021 2:00,5330,0,5813,0
1/1/2021 2:15,5388,0,5813,0
1/1/2021 2:30,5375,0,5813,0
1/1/2021 2:45,5348,0,5813,0
1/1/2021 3:00,5347,0,5813,0
1/1/2021 3:15,5395,0,5813,0
1/1/2021 3:30,5364,0,5813,0
1/1/2021 3:45,5340,0,5813,0
1/1/2021 4:00,5364,0,5813,0
1/1/2021 4:15,5405,0,5813,0
1/1/2021 4:30,5334,0,5813,0
1/1/2021 4:45,5357,0,5813,0
1/1/2021 5:00,5377,0,5813,0
1/1/2021 5:15,5382,0,5813,0
1/1/2021 5:30,5342,0,5813,0
1/1/2021 5:45,5358,0,5813,0
1/1/2021 6:00,5385,0,5813,0
1/1/2021 6:15,5354,0,5813,0
1/1/2021 6:30,5371,0,5813,0
1/1/2021 6:45,5355,0,5813,0
1/1/2021 7:00,5374,0,5813,0
1/1/2021 7:15,5372,0,5813,0
1/1/2021 7:30,5536,0,5813,0
1/1/2021 7:45,6362,0,5813,0
1/1/2021 8:00,7314,0,7813,0
1/1/2021 8:15,9138,0,7848,0
1/1/2021 8:30,12176,0,11417,0
1/1/2021 8:45,10167,0,11301,0
1/1/2021 9:00,9846,0,13796,-16.14074074
1/1/2021 9:15,8868,0,17488,-604.4888889
1/1/2021 9:30,6400,0,16166,-625.8
1/1/2021 9:45,6733,0,18173,-576.2148148
1/1/2021 10:00,6602,0,10585,-556.6888889
1/1/2021 10:15,6680,0,10814,-552.6444444
1/1/2021 10:30,6632,0,10959,-552.5185185
1/1/2021 10:45,8558,0,10646,-517.0296296
1/1/2021 11:00,8668,0,8003,-488.4444444
1/1/2021 11:15,7231,0,8882,-469.6074074
1/1/2021 11:30,8864,0,6972,-459.4888889
1/1/2021 11:45,11357,0,9214,-441.0518519
1/1/2021 12:00,10436,0,8083,-429.6444444
1/1/2021 12:15,9974,0,7913,-424.3111111
1/1/2021 12:30,9292,0,6777,-424.4740741
1/1/2021 12:45,11386,0,7360,-334.6740741
1/1/2021 13:00,10049,0,7823,-257.562963
1/1/2021 13:15,10270,0,8959,-194.1037037
1/1/2021 13:30,13694,0,7645,-143.8962963
1/1/2021 13:45,10766,0,7704,-119.2296296
1/1/2021 14:00,8917,0,7047,-98.12592593
1/1/2021 14:15,9999,0,7197,-79.8
1/1/2021 14:30,10137,0,5461,-63.61481481
1/1/2021 14:45,10154,0,7023,-47.58518519
1/1/2021 15:00,10022,0,7122,-32.3037037
1/1/2021 15:15,8854,0,7984,-17.23703704
1/1/2021 15:30,8179,0,8333,-2.585185185
1/1/2021 15:45,9660,0,9260,-1.940740741
1/1/2021 16:00,10596,0,8399,-1.296296296
1/1/2021 16:15,10770,0,7930,-0.637037037
1/1/2021 16:30,12470,0,11063,0
1/1/2021 16:45,12973,0,8683,0
1/1/2021 17:00,11227,0,9411,0
1/1/2021 17:15,11277,0,9286,0
1/1/2021 17:30,13533,0,8504,0
1/1/2021 17:45,14415,0,8079,0
1/1/2021 18:00,15593,0,6577,0
1/1/2021 18:15,15581,0,7654,0
1/1/2021 18:30,16313,0,6765,0
1/1/2021 18:45,17844,0,6800,0
1/1/2021 19:00,17668,0,8873,0
1/1/2021 19:15,21276,0,9113,0
1/1/2021 19:30,20999,0,13893,0
1/1/2021 19:45,21620,0,10119,0
1/1/2021 20:00,24446,0,8202,0
1/1/2021 20:15,15122,0,12387,0
1/1/2021 20:30,21020,0,10591,0
1/1/2021 20:45,18936,0,8524,0
1/1/2021 21:00,13599,0,10637,0
1/1/2021 21:15,14149,0,8162,0
1/1/2021 21:30,11859,0,6855,0
1/1/2021 21:45,11504,0,6583,0
1/1/2021 22:00,11397,0,11356,0
1/1/2021 22:15,10912,0,7065,0
1/1/2021 22:30,13624,0,7693,0
1/1/2021 22:45,11468,0,6698,0
1/1/2021 23:00,8322,0,5442,0
1/1/2021 23:15,7642,0,3870,0
1/1/2021 23:30,7716,0,3814,0
1/1/2021 23:45,6162,0,3732,0
1/2/2021 0:00,5973,0,4290,0
1/2/2021 0:15,7129,0,4290,0
1/2/2021 0:30,5542,0,4290,0
1/2/2021 0:45,5363,0,4290,0
1/2/2021 1:00,5347,0,4290,0
1/2/2021 1:15,5370,0,4290,0
1/2/2021 1:30,5391,0,4290,0
1/2/2021 1:45,5343,0,4290,0
1/2/2021 2:00,5365,0,4290,0
1/2/2021 2:15,5364,0,4290,0
1/2/2021 2:30,5391,0,4290,0
1/2/2021 2:45,5344,0,4290,0
1/2/2021 3:00,5362,0,4290,0
1/2/2021 3:15,5359,0,4290,0
1/2/2021 3:30,5391,0,4290,0
1/2/2021 3:45,5349,0,4290,0
1/2/2021 4:00,5358,0,4290,0
1/2/2021 4:15,5365,0,4290,0
1/2/2021 4:30,5388,0,4290,0
1/2/2021 4:45,5342,0,4290,0
1/2/2021 5:00,5364,0,4290,0
1/2/2021 5:15,5374,0,4290,0
1/2/2021 5:30,5376,0,4290,0
1/2/2021 5:45,5367,0,4290,0
1/2/2021 6:00,5547,0,4290,0
1/2/2021 6:15,6418,0,4290,0
1/2/2021 6:30,7093,0,6243,0
1/2/2021 6:45,10202,0,12137,0
1/2/2021 7:00,10948,0,6182,0
1/2/2021 7:15,10860,0,7807,0
1/2/2021 7:30,14919,0,9348,0
1/2/2021 7:45,11448,0,10046,0
1/2/2021 8:00,13201,0,7173,0
1/2/2021 8:15,13543,0,3984,0
1/2/2021 8:30,13240,0,3984,0
1/2/2021 8:45,11120,0,5644,0
1/2/2021 9:00,8915,0,6670,-9.140740741
1/2/2021 9:15,8315,0,6191,-404.2740741
1/2/2021 9:30,5335,0,4263,-340.1037037
1/2/2021 9:45,5482,0,3935,-220.637037
1/2/2021 10:00,5664,0,4445,-166.437037
1/2/2021 10:15,5789,0,3626,-141.9925926
1/2/2021 10:30,5908,0,3626,-130.9333333
1/2/2021 10:45,5985,0,3626,-88.77777778
1/2/2021 11:00,6075,0,3626,-67.42222222
1/2/2021 11:15,6159,0,3744,-53.17037037
1/2/2021 11:30,6213,0,3744,-39.82222222
1/2/2021 11:45,7048,0,3633,-36.34074074
1/2/2021 12:00,8468,0,3633,-32.91111111
1/2/2021 12:15,8000,0,3633,-29.52592593
1/2/2021 12:30,7693,0,3633,-26.17037037
1/2/2021 12:45,7240,0,3633,-32.2
1/2/2021 13:00,8716,0,4081,-38.2962963
1/2/2021 13:15,8512,0,3633,-44.47407407
1/2/2021 13:30,6419,0,3633,-50.74074074
1/2/2021 13:45,6493,0,3633,-48.05925926
1/2/2021 14:00,6627,0,3484,-45.4
1/2/2021 14:15,7456,0,4482,-42.76296296
1/2/2021 14:30,8855,0,3421,-40.16296296
1/2/2021 14:45,7873,0,4039,-32.01481481
1/2/2021 15:00,9461,0,3757,-23.91851852
1/2/2021 15:15,9816,0,6340,-15.85925926
1/2/2021 15:30,11026,0,3960,-7.859259259
1/2/2021 15:45,10898,0,3629,-5.918518519
1/2/2021 16:00,13315,0,3748,-3.977777778
1/2/2021 16:15,15336,0,3961,-1.918518519
1/2/2021 16:30,13805,0,3900,0
1/2/2021 16:45,14843,0,4466,0
1/2/2021 17:00,15997,0,3775,0
1/2/2021 17:15,18812,0,5452,0
1/2/2021 17:30,19423,0,3578,0
1/2/2021 17:45,16688,0,3578,0
1/2/2021 18:00,14936,0,5674,0
1/2/2021 18:15,17528,0,5071,0
1/2/2021 18:30,18440,0,3824,0
1/2/2021 18:45,18301,0,3994,0
1/2/2021 19:00,19365,0,4037,0
1/2/2021 19:15,18177,0,6172,0
1/2/2021 19:30,15980,0,4085,0
1/2/2021 19:45,17142,0,4449,0
1/2/2021 20:00,16433,0,6676,0
1/2/2021 20:15,17020,0,7375,0
1/2/2021 20:30,19361,0,8716,0
1/2/2021 20:45,17170,0,5489,0
1/2/2021 21:00,13751,0,7135,0
1/2/2021 21:15,14035,0,8510,0
1/2/2021 21:30,15097,0,7429,0
1/2/2021 21:45,12331,0,8361,0
1/2/2021 22:00,11134,0,7929,0
1/2/2021 22:15,10326,0,9267,0
1/2/2021 22:30,10592,0,3952,0
1/2/2021 22:45,10454,0,4152,0
1/2/2021 23:00,9977,0,4128,0
1/2/2021 23:15,6865,0,3952,0
1/2/2021 23:30,6639,0,3848,0
1/2/2021 23:45,7310,0,3696,0
1/3/2021 0:00,5507,0,4917,0
1/3/2021 0:15,5352,0,4917,0
1/3/2021 0:30,5426,0,4917,0
1/3/2021 0:45,5327,0,4917,0
1/3/2021 1:00,5354,0,4917,0
1/3/2021 1:15,5369,0,4917,0
1/3/2021 1:30,5388,0,4917,0
1/3/2021 1:45,5343,0,4917,0
1/3/2021 2:00,5362,0,4917,0
1/3/2021 2:15,5379,0,4917,0
1/3/2021 2:30,5360,0,4917,0
1/3/2021 2:45,5357,0,4917,0
1/3/2021 3:00,5368,0,4917,0
1/3/2021 3:15,5368,0,4917,0
1/3/2021 3:30,5364,0,4917,0
1/3/2021 3:45,5357,0,4917,0
1/3/2021 4:00,5368,0,4917,0
1/3/2021 4:15,5364,0,4917,0
1/3/2021 4:30,5372,0,4917,0
1/3/2021 4:45,5358,0,4917,0
1/3/2021 5:00,5352,0,4917,0
1/3/2021 5:15,5379,0,4917,0
1/3/2021 5:30,5374,0,4917,0
1/3/2021 5:45,5352,0,4917,0
1/3/2021 6:00,5425,0,4917,0
1/3/2021 6:15,6287,0,6567,0
1/3/2021 6:30,7124,0,8518,0
1/3/2021 6:45,8571,0,13036,0
1/3/2021 7:00,10167,0,8832,0
1/3/2021 7:15,11229,0,13714,0
1/3/2021 7:30,10226,0,18079,0
1/3/2021 7:45,9086,0,15558,0
1/3/2021 8:00,8571,0,9072,0
1/3/2021 8:15,8396,0,9406,0
1/3/2021 8:30,8458,0,6365,0
1/3/2021 8:45,7722,0,7142,0
1/3/2021 9:00,6972,0,6365,-12.91111111
1/3/2021 9:15,6380,0,6365,-20.33333333
1/3/2021 9:30,6294,0,6365,-22.46666667
1/3/2021 9:45,6262,0,5557,-22.46666667
1/3/2021 10:00,6316,0,5557,-22.8
1/3/2021 10:15,6331,0,5422,-23.27407407
1/3/2021 10:30,6666,0,5380,-23.81481481
1/3/2021 10:45,8651,0,5359,-38.82962963
1/3/2021 11:00,8629,0,5657,-54.08888889
1/3/2021 11:15,7221,0,5834,-69.74814815
1/3/2021 11:30,6375,0,5135,-87.28888889
1/3/2021 11:45,6372,0,4886,-108.0296296
1/3/2021 12:00,6480,0,4478,-133.1851852
1/3/2021 12:15,6721,0,5096,-164.1407407
1/3/2021 12:30,6706,0,4938,-202.437037
1/3/2021 12:45,6796,0,5542,-154.362963
1/3/2021 13:00,7001,0,4378,-118.4592593
1/3/2021 13:15,8309,0,4315,-91.51851852
1/3/2021 13:30,7672,0,4775,-70.40740741
1/3/2021 13:45,7858,0,4365,-57.80740741
1/3/2021 14:00,7698,0,4315,-45.37037037
1/3/2021 14:15,6872,0,5300,-33.0962963
1/3/2021 14:30,8101,0,6662,-20.98518519
1/3/2021 14:45,8442,0,4821,-18.36296296
1/3/2021 15:00,8076,0,6234,-15.74814815
1/3/2021 15:15,8552,0,5938,-13.14074074
1/3/2021 15:30,8417,0,4440,-10.53333333
1/3/2021 15:45,10421,0,6637,-7.940740741
1/3/2021 16:00,12584,0,7666,-5.348148148
1/3/2021 16:15,12674,0,6508,-2.555555556
1/3/2021 16:30,12164,0,7079,0
1/3/2021 16:45,14580,0,6774,0
1/3/2021 17:00,15581,0,6646,0
1/3/2021 17:15,15114,0,6167,0
1/3/2021 17:30,18958,0,4920,0
1/3/2021 17:45,18730,0,5306,0
1/3/2021 18:00,17336,0,5458,0
1/3/2021 18:15,16073,0,6096,0
1/3/2021 18:30,13491,0,4308,0
1/3/2021 18:45,12681,0,4826,0
1/3/2021 19:00,19083,0,4177,0
1/3/2021 19:15,24506,0,4016,0
1/3/2021 19:30,25271,0,4417,0
1/3/2021 19:45,20682,0,4622,0
1/3/2021 20:00,16781,0,6943,0
1/3/2021 20:15,17894,0,6724,0
1/3/2021 20:30,16523,0,7716,0
1/3/2021 20:45,17305,0,8391,0
1/3/2021 21:00,17165,0,6664,0
1/3/2021 21:15,14331,0,10471,0
1/3/2021 21:30,13304,0,8879,0
1/3/2021 21:45,12832,0,11166,0
1/3/2021 22:00,11465,0,4938,0
1/3/2021 22:15,10605,0,8565,0
1/3/2021 22:30,9933,0,6982,0
1/3/2021 22:45,12394,0,4970,0
1/3/2021 23:00,8542,0,4804,0
1/3/2021 23:15,8915,0,4804,0
1/3/2021 23:30,9625,0,4804,0
1/3/2021 23:45,6351,0,4783,0
1/4/2021 0:00,7089,0,4455,0
1/4/2021 0:15,5567,0,4455,0
1/4/2021 0:30,5343,0,4455,0
1/4/2021 0:45,5393,0,4455,0
1/4/2021 1:00,5317,0,4455,0
1/4/2021 1:15,5402,0,4455,0
1/4/2021 1:30,5351,0,4455,0
1/4/2021 1:45,5373,0,4455,0
1/4/2021 2:00,5336,0,4455,0
1/4/2021 2:15,5385,0,4455,0
1/4/2021 2:30,5379,0,4455,0
1/4/2021 2:45,5339,0,4455,0
1/4/2021 3:00,5361,0,4455,0
1/4/2021 3:15,5385,0,4455,0
1/4/2021 3:30,5364,0,4455,0
1/4/2021 3:45,5339,0,4455,0
1/4/2021 4:00,5385,0,4455,0
1/4/2021 4:15,5362,0,4455,0
1/4/2021 4:30,5363,0,4455,0
1/4/2021 4:45,5354,0,4455,0
1/4/2021 5:00,5387,0,4455,0
1/4/2021 5:15,5338,0,4455,0
1/4/2021 5:30,5372,0,4455,0
1/4/2021 5:45,5386,0,4464,0
1/4/2021 6:00,5479,0,4464,0
1/4/2021 6:15,5792,0,4464,0
1/4/2021 6:30,6899,0,6435,0
1/4/2021 6:45,9192,0,12257,0
1/4/2021 7:00,10673,0,9326,0
1/4/2021 7:15,11245,0,12224,0
1/4/2021 7:30,11495,0,14447,0
1/4/2021 7:45,12794,0,10618,0
1/4/2021 8:00,10343,0,9238,0
1/4/2021 8:15,9824,0,6388,0
1/4/2021 8:30,10172,0,4486,0
1/4/2021 8:45,7645,0,5080,0
1/4/2021 9:00,6848,0,4647,-10.74814815
1/4/2021 9:15,4868,0,4647,-438.4
1/4/2021 9:30,5036,0,4647,-378.2074074
1/4/2021 9:45,5334,0,5060,-300.8074074
1/4/2021 10:00,5541,0,4995,-263.4518519
1/4/2021 10:15,5611,0,5085,-249.1259259
1/4/2021 10:30,5604,0,4486,-247.4296296
1/4/2021 10:45,5703,0,4486,-221.0814815
1/4/2021 11:00,5840,0,4486,-205.4740741
1/4/2021 11:15,5811,0,5233,-196.562963
1/4/2021 11:30,5852,0,3895,-192.0740741
1/4/2021 11:45,5949,0,3974,-166.2222222
1/4/2021 12:00,6069,0,3940,-146.8296296
1/4/2021 12:15,6065,0,3940,-131.8074074
1/4/2021 12:30,6271,0,3940,-119.7333333
1/4/2021 12:45,7232,0,3940,-104.5037037
1/4/2021 13:00,8338,0,4551,-91.72592593
1/4/2021 13:15,7303,0,4668,-80.54814815
1/4/2021 13:30,7052,0,4668,-70.35555556
1/4/2021 13:45,7211,0,4645,-57.76296296
1/4/2021 14:00,7546,0,4593,-45.34074074
1/4/2021 14:15,8764,0,6036,-33.07407407
1/4/2021 14:30,8564,0,5992,-20.97777778
1/4/2021 14:45,8622,0,6733,-16.34814815
1/4/2021 15:00,8422,0,5992,-11.73333333
1/4/2021 15:15,8273,0,6487,-7.140740741
1/4/2021 15:30,8383,0,4605,-2.577777778
1/4/2021 15:45,10525,0,4894,-1.940740741
1/4/2021 16:00,15575,0,5511,-1.296296296
1/4/2021 16:15,14996,0,5463,-0.637037037
1/4/2021 16:30,16582,0,5150,0
1/4/2021 16:45,19275,0,4607,0
1/4/2021 17:00,15916,0,5928,0
1/4/2021 17:15,16135,0,4737,0
1/4/2021 17:30,15801,0,6331,0
1/4/2021 17:45,13414,0,3907,0
1/4/2021 18:00,16294,0,4069,0
1/4/2021 18:15,21588,0,5353,0
1/4/2021 18:30,21283,0,4609,0
1/4/2021 18:45,20542,0,4069,0
1/4/2021 19:00,20717,0,5072,0
1/4/2021 19:15,18018,0,6542,0
1/4/2021 19:30,16091,0,9320,0
1/4/2021 19:45,14480,0,8841,0
1/4/2021 20:00,18044,0,6111,0
1/4/2021 20:15,18264,0,6219,0
1/4/2021 20:30,19069,0,10630,0
1/4/2021 20:45,20370,0,10510,0
1/4/2021 21:00,15750,0,5338,0
1/4/2021 21:15,15671,0,4064,0
1/4/2021 21:30,15249,0,4818,0
1/4/2021 21:45,14179,0,6886,0
1/4/2021 22:00,14359,0,5263,0
1/4/2021 22:15,12423,0,7682,0
1/4/2021 22:30,12260,0,7727,0
1/4/2021 22:45,9896,0,5339,0
1/4/2021 23:00,9852,0,3906,0
1/4/2021 23:15,8157,0,3906,0
1/4/2021 23:30,10220,0,3906,0
1/4/2021 23:45,8690,0,3906,0
1/5/2021 0:00,6857,0,4693,0
1/5/2021 0:15,8855,0,4693,0
1/5/2021 0:30,5674,0,4693,0
1/5/2021 0:45,5354,0,4693,0
1/5/2021 1:00,5429,0,4693,0
1/5/2021 1:15,5329,0,4693,0
1/5/2021 1:30,5335,0,4693,0
1/5/2021 1:45,5372,0,4693,0
1/5/2021 2:00,5423,0,4693,0
1/5/2021 2:15,5323,0,4693,0
1/5/2021 2:30,5333,0,4693,0
1/5/2021 2:45,5395,0,4693,0
1/5/2021 3:00,5398,0,4693,0
1/5/2021 3:15,5323,0,4693,0
1/5/2021 3:30,5342,0,4693,0
1/5/2021 3:45,5417,0,4693,0
1/5/2021 4:00,5354,0,4693,0
1/5/2021 4:15,5339,0,4693,0
1/5/2021 4:30,5357,0,4693,0
1/5/2021 4:45,5414,0,4693,0
1/5/2021 5:00,5330,0,4693,0
1/5/2021 5:15,5362,0,4693,0
1/5/2021 5:30,5356,0,4693,0
1/5/2021 5:45,5392,0,4693,0
1/5/2021 6:00,5379,0,4919,0
1/5/2021 6:15,5878,0,4919,0
1/5/2021 6:30,8054,0,6706,0
1/5/2021 6:45,8904,0,9139,0
1/5/2021 7:00,9961,0,13044,0
1/5/2021 7:15,11599,0,14617,0
1/5/2021 7:30,10649,0,12562,0
1/5/2021 7:45,12952,0,10269,0
1/5/2021 8:00,10349,0,10312,0
1/5/2021 8:15,10633,0,8272,0
1/5/2021 8:30,13013,0,7469,0
1/5/2021 8:45,8844,0,6507,0
1/5/2021 9:00,7298,0,5519,-11.55555556
1/5/2021 9:15,4676,0,5313,-479.5555556
1/5/2021 9:30,4744,0,4824,-446.1037037
1/5/2021 9:45,4734,0,4677,-452.0518519
1/5/2021 10:00,4650,0,4711,-466.037037
1/5/2021 10:15,4565,0,4549,-490.1777778
1/5/2021 10:30,4513,0,4549,-522.037037
1/5/2021 10:45,5100,0,4549,-508.0222222
1/5/2021 11:00,6890,0,4549,-503.1037037
1/5/2021 11:15,6231,0,4499,-506.5185185
1/5/2021 11:30,4744,0,4220,-517.0592593
1/5/2021 11:45,4831,0,4220,-482.0592593
1/5/2021 12:00,6347,0,4838,-454.5703704
1/5/2021 12:15,6236,0,4371,-433.7333333
1/5/2021 12:30,8145,0,4220,-418.7259259
1/5/2021 12:45,8757,0,4220,-323.0740741
1/5/2021 13:00,7029,0,4220,-242.1777778
1/5/2021 13:15,7754,0,4220,-177.4518519
1/5/2021 13:30,7775,0,4668,-128.2148148
1/5/2021 13:45,7626,0,4220,-98.94074074
1/5/2021 14:00,8138,0,4549,-75.57777778
1/5/2021 14:15,10562,0,7880,-55.97777778
1/5/2021 14:30,11299,0,5318,-37.28888889
1/5/2021 14:45,9018,0,5318,-29.18518519
1/5/2021 15:00,9820,0,5318,-21.12592593
1/5/2021 15:15,9554,0,5318,-13.11851852
1/5/2021 15:30,10921,0,5318,-5.192592593
1/5/2021 15:45,13047,0,5318,-3.903703704
1/5/2021 16:00,14324,0,5318,-2.607407407
1/5/2021 16:15,15380,0,4839,-1.281481481
1/5/2021 16:30,16682,0,4597,0
1/5/2021 16:45,16634,0,5415,0
1/5/2021 17:00,17305,0,4910,0
1/5/2021 17:15,14982,0,4683,0
1/5/2021 17:30,14694,0,4683,0
1/5/2021 17:45,18769,0,4683,0
1/5/2021 18:00,19912,0,6285,0
1/5/2021 18:15,20251,0,5800,0
1/5/2021 18:30,16347,0,3821,0
1/5/2021 18:45,15515,0,3821,0
1/5/2021 19:00,15953,0,9813,0
1/5/2021 19:15,16699,0,7680,0
1/5/2021 19:30,18874,0,4525,0
1/5/2021 19:45,14481,0,6645,0
1/5/2021 20:00,16956,0,7945,0
1/5/2021 20:15,16801,0,9354,0
1/5/2021 20:30,16685,0,9691,0
1/5/2021 20:45,18031,0,5960,0
1/5/2021 21:00,15509,0,9443,0
1/5/2021 21:15,16771,0,7266,0
1/5/2021 21:30,18942,0,9687,0
1/5/2021 21:45,14879,0,6124,0
1/5/2021 22:00,12122,0,4355,0
1/5/2021 22:15,11348,0,5718,0
1/5/2021 22:30,11440,0,3943,0
1/5/2021 22:45,10018,0,6070,0
1/5/2021 23:00,9417,0,4819,0
1/5/2021 23:15,10881,0,3956,0
1/5/2021 23:30,8102,0,3956,0
1/5/2021 23:45,8421,0,3956,0
1/6/2021 0:00,9019,0,4230,0
1/6/2021 0:15,5747,0,4230,0
1/6/2021 0:30,5370,0,4230,0
1/6/2021 0:45,5319,0,4230,0
1/6/2021 1:00,5377,0,4230,0
1/6/2021 1:15,5404,0,4230,0
1/6/2021 1:30,5334,0,4230,0
1/6/2021 1:45,5357,0,4230,0
1/6/2021 2:00,5369,0,4230,0
1/6/2021 2:15,5386,0,4230,0
1/6/2021 2:30,5342,0,4230,0
1/6/2021 2:45,5371,0,4230,0
1/6/2021 3:00,5360,0,4230,0
1/6/2021 3:15,5361,0,4230,0
1/6/2021 3:30,5377,0,4230,0
1/6/2021 3:45,5360,0,4230,0
1/6/2021 4:00,5356,0,4230,0
1/6/2021 4:15,5354,0,4230,0
1/6/2021 4:30,5402,0,4230,0
1/6/2021 4:45,5337,0,4230,0
1/6/2021 5:00,5360,0,4230,0
1/6/2021 5:15,5362,0,4230,0
1/6/2021 5:30,5408,0,4230,0
1/6/2021 5:45,5314,0,4230,0
1/6/2021 6:00,5402,0,4230,0
1/6/2021 6:15,5706,0,4230,0
1/6/2021 6:30,6858,0,6585,0
1/6/2021 6:45,8348,0,10123,0
1/6/2021 7:00,9218,0,8236,0
1/6/2021 7:15,10239,0,15859,0
1/6/2021 7:30,10337,0,15944,0
1/6/2021 7:45,8994,0,13104,0
1/6/2021 8:00,10076,0,9012,0
1/6/2021 8:15,11157,0,4424,0
1/6/2021 8:30,10389,0,8209,0
1/6/2021 8:45,8121,0,4590,0
1/6/2021 9:00,7489,0,4967,-15.03703704
1/6/2021 9:15,6686,0,4918,-43.51851852
1/6/2021 9:30,6268,0,4424,-42.79259259
1/6/2021 9:45,6374,0,4424,-37.45925926
1/6/2021 10:00,7270,0,4587,-37.02962963
1/6/2021 10:15,8248,0,4424,-37.22962963
1/6/2021 10:30,7797,0,4424,-37.6
1/6/2021 10:45,6606,0,4424,-52.87407407
1/6/2021 11:00,6496,0,4887,-68.63703704
1/6/2021 11:15,6278,0,4569,-86.31111111
1/6/2021 11:30,7147,0,5271,-106.8444444
1/6/2021 11:45,8056,0,4424,-102.5037037
1/6/2021 12:00,8755,0,5196,-99.25925926
1/6/2021 12:15,8965,0,4362,-96.71851852
1/6/2021 12:30,8708,0,4362,-94.62962963
1/6/2021 12:45,8291,0,4696,-86.25925926
1/6/2021 13:00,7959,0,4362,-78.6962963
1/6/2021 13:15,7903,0,4633,-71.56296296
1/6/2021 13:30,8147,0,4323,-64.59259259
1/6/2021 13:45,7726,0,4659,-57.68148148
1/6/2021 14:00,7953,0,4323,-50.82962963
1/6/2021 14:15,8353,0,4323,-44.02962963
1/6/2021 14:30,7583,0,4323,-37.25925926
1/6/2021 14:45,8368,0,4323,-29.16296296
1/6/2021 15:00,9308,0,4641,-21.11111111
1/6/2021 15:15,8655,0,8434,-13.11111111
1/6/2021 15:30,8405,0,5248,-5.192592593
1/6/2021 15:45,8552,0,4811,-3.896296296
1/6/2021 16:00,10307,0,4713,-2.607407407
1/6/2021 16:15,11609,0,4705,-1.311111111
1/6/2021 16:30,12796,0,5493,0
1/6/2021 16:45,13405,0,5490,0
1/6/2021 17:00,14317,0,5246,0
1/6/2021 17:15,15501,0,4695,0
1/6/2021 17:30,15114,0,4827,0
1/6/2021 17:45,14997,0,4227,0
1/6/2021 18:00,14940,0,4227,0
1/6/2021 18:15,15656,0,4674,0
1/6/2021 18:30,21103,0,5156,0
1/6/2021 18:45,18497,0,5092,0
1/6/2021 19:00,22405,0,8559,0
1/6/2021 19:15,18171,0,6167,0
1/6/2021 19:30,17388,0,3704,0
1/6/2021 19:45,16093,0,5564,0
1/6/2021 20:00,20703,0,4601,0
1/6/2021 20:15,18739,0,5372,0
1/6/2021 20:30,20380,0,6406,0
1/6/2021 20:45,22310,0,6364,0
1/6/2021 21:00,16399,0,9710,0
1/6/2021 21:15,17069,0,9265,0
1/6/2021 21:30,14457,0,8786,0
1/6/2021 21:45,14774,0,9525,0
1/6/2021 22:00,13708,0,7501,0
1/6/2021 22:15,12217,0,3655,0
1/6/2021 22:30,10274,0,3806,0
1/6/2021 22:45,8889,0,4083,0
1/6/2021 23:00,7135,0,3456,0
1/6/2021 23:15,7766,0,3655,0
1/6/2021 23:30,6242,0,3655,0
1/6/2021 23:45,6053,0,3655,0
1/7/2021 0:00,7103,0,4734,0
1/7/2021 0:15,7537,0,4734,0
1/7/2021 0:30,6163,0,4734,0
1/7/2021 0:45,6051,0,4734,0
1/7/2021 1:00,7047,0,4734,0
1/7/2021 1:15,5533,0,4734,0
1/7/2021 1:30,5413,0,4734,0
1/7/2021 1:45,5353,0,4734,0
1/7/2021 2:00,5321,0,4734,0
1/7/2021 2:15,5382,0,4734,0
1/7/2021 2:30,5421,0,4734,0
1/7/2021 2:45,5312,0,4734,0
1/7/2021 3:00,5340,0,4734,0
1/7/2021 3:15,5398,0,4734,0
1/7/2021 3:30,5406,0,4734,0
1/7/2021 3:45,5292,0,4734,0
1/7/2021 4:00,5372,0,4734,0
1/7/2021 4:15,5406,0,4734,0
1/7/2021 4:30,5363,0,4734,0
1/7/2021 4:45,5321,0,4734,0
1/7/2021 5:00,5371,0,4734,0
1/7/2021 5:15,5419,0,4734,0
1/7/2021 5:30,5323,0,4734,0
1/7/2021 5:45,5346,0,4734,0
1/7/2021 6:00,5384,0,4734,0
1/7/2021 6:15,5397,0,4734,0
1/7/2021 6:30,5329,0,4734,0
1/7/2021 6:45,5351,0,4734,0
1/7/2021 7:00,5388,0,4734,0
1/7/2021 7:15,5483,0,4734,0
1/7/2021 7:30,5484,0,4872,0
1/7/2021 7:45,5918,0,6868,0
1/7/2021 8:00,7659,0,6182,0
1/7/2021 8:15,8874,0,6201,0
1/7/2021 8:30,11217,0,10285,0
1/7/2021 8:45,12913,0,11743,0
1/7/2021 9:00,14936,0,14598,-15.04444444
1/7/2021 9:15,11083,0,12248,-542.962963
1/7/2021 9:30,10000,0,13198,-473.6740741
1/7/2021 9:45,9896,0,12432,-385.437037
1/7/2021 10:00,10383,0,10719,-300.0444444
1/7/2021 10:15,9917,0,6421,-250.8740741
1/7/2021 10:30,11091,0,6824,-223.9777778
1/7/2021 10:45,12216,0,6724,-186.7851852
1/7/2021 11:00,10442,0,6646,-163.3185185
