Time,General Demand (W),EV Demand (W),Heating Demand (W),PV (W)
11/10/2021 6:15,5947,0,4839,0
11/10/2021 6:30,6835,0,7456,0
11/10/2021 6:45,7907,0,7337,0
11/10/2021 7:00,9121,0,9341,0
11/10/2021 7:15,10450,0,13335,0
11/10/2021 7:30,9978,0,12889,0
11/10/2021 7:45,10179,0,9568,0
11/10/2021 8:00,10289,0,12461,-5.074074074
11/10/2021 8:15,8041,0,11399,-8.118518519
11/10/2021 8:30,7396,0,9059,-10.60740741
11/10/2021 8:45,7072,0,7729,-19.3037037
11/10/2021 9:00,6720,0,8831,-27.98518519
11/10/2021 9:15,6573,0,8861,-36.67407407
11/10/2021 9:30,6486,0,5579,-45.37777778
11/10/2021 9:45,6470,0,6274,-48.57777778
11/10/2021 10:00,6443,0,6511,-51.80740741
11/10/2021 10:15,6437,0,5800,-55.07407407
11/10/2021 10:30,6443,0,5807,-58.35555556
11/10/2021 10:45,6335,0,5916,-82.42962963
11/10/2021 11:00,6293,0,5660,-108.0592593
11/10/2021 11:15,6739,0,5693,-138.6518519
11/10/2021 11:30,8786,0,5519,-176.4518519
11/10/2021 11:45,9741,0,5167,-224.7925926
11/10/2021 12:00,10259,0,5226,-283.7333333
11/10/2021 12:15,9958,0,4841,-353.237037
11/10/2021 12:30,6764,0,5381,-431.9777778
11/10/2021 12:45,5470,0,4841,-458.3481481
11/10/2021 13:00,6441,0,5467,-488.5555556
11/10/2021 13:15,6111,0,4962,-522.8814815
11/10/2021 13:30,5037,0,4841,-561.4296296
11/10/2021 13:45,5276,0,4841,-471.362963
11/10/2021 14:00,5789,0,4841,-382.3259259
11/10/2021 14:15,5995,0,4841,-297.2148148
11/10/2021 14:30,6532,0,5660,-219.1851852
11/10/2021 14:45,8227,0,5677,-209.037037
11/10/2021 15:00,8244,0,5100,-202.3185185
11/10/2021 15:15,8625,0,5241,-200.7703704
11/10/2021 15:30,9377,0,5071,-208.1111111
11/10/2021 15:45,8505,0,5328,-171.9851852
11/10/2021 16:00,8624,0,6159,-137.8740741
11/10/2021 16:15,10197,0,5211,-104.5481481
11/10/2021 16:30,13113,0,6379,-13.37037037
11/10/2021 16:45,13592,0,5479,0
11/10/2021 17:00,15757,0,5479,0
11/10/2021 17:15,16522,0,5709,0
11/10/2021 17:30,17549,0,5709,0
11/10/2021 17:45,16143,0,5709,0
11/10/2021 18:00,17613,0,5926,0
11/10/2021 18:15,18553,0,6774,0
11/10/2021 18:30,17651,0,8594,0
11/10/2021 18:45,15134,0,7265,0
11/10/2021 19:00,18197,0,8860,0
11/10/2021 19:15,19587,0,9230,0
11/10/2021 19:30,21475,0,8491,0
11/10/2021 19:45,16178,0,12385,0
11/10/2021 20:00,17333,0,6568,0
11/10/2021 20:15,20154,0,9173,0
11/10/2021 20:30,19013,0,9360,0
11/10/2021 20:45,16339,0,8725,0
11/10/2021 21:00,17893,0,12711,0
11/10/2021 21:15,17033,0,10244,0
11/10/2021 21:30,15078,0,8095,0
11/10/2021 21:45,16723,0,9421,0
11/10/2021 22:00,13791,0,8574,0
11/10/2021 22:15,12082,0,8742,0
11/10/2021 22:30,11274,0,6170,0
11/10/2021 22:45,9523,0,4948,0
11/10/2021 23:00,7334,0,4929,0
11/10/2021 23:15,5816,0,4352,0
11/10/2021 23:30,7676,0,4234,0
11/10/2021 23:45,8204,0,4234,0
11/11/2021 0:00,6730,0,4184,0
11/11/2021 0:15,7735,0,4184,0
11/11/2021 0:30,7326,0,4184,0
11/11/2021 0:45,5545,0,4184,0
11/11/2021 1:00,5311,0,4184,0
11/11/2021 1:15,5384,0,4184,0
11/11/2021 1:30,5392,0,4184,0
11/11/2021 1:45,5343,0,4184,0
11/11/2021 2:00,5347,0,4184,0
11/11/2021 2:15,5395,0,4184,0
11/11/2021 2:30,5363,0,4184,0
11/11/2021 2:45,5344,0,4184,0
11/11/2021 3:00,5366,0,4184,0
11/11/2021 3:15,5374,0,4184,0
11/11/2021 3:30,5365,0,4184,0
11/11/2021 3:45,5349,0,4184,0
11/11/2021 4:00,5378,0,4184,0
11/11/2021 4:15,5351,0,4184,0
11/11/2021 4:30,5371,0,4184,0
11/11/2021 4:45,5370,0,4184,0
11/11/2021 5:00,5346,0,4184,0
11/11/2021 5:15,5377,0,4184,0
11/11/2021 5:30,5361,0,4184,0
11/11/2021 5:45,5381,0,4184,0
11/11/2021 6:00,5319,0,4184,0
11/11/2021 6:15,5400,0,4184,0
11/11/2021 6:30,5373,0,4184,0
11/11/2021 6:45,5351,0,4184,0
11/11/2021 7:00,5317,0,4184,0
11/11/2021 7:15,5423,0,4184,0
11/11/2021 7:30,5500,0,4184,0
11/11/2021 7:45,6535,0,6085,0
11/11/2021 8:00,5965,0,6141,-5.407407407
11/11/2021 8:15,6023,0,7543,-68.65185185
11/11/2021 8:30,7805,0,9758,-55.99259259
11/11/2021 8:45,9547,0,11849,-98.02962963
11/11/2021 9:00,10960,0,15349,-141.2518519
11/11/2021 9:15,11440,0,13241,-185.7185185
11/11/2021 9:30,11546,0,11684,-231.9333333
11/11/2021 9:45,10924,0,11509,-288.3407407
11/11/2021 10:00,11965,0,10550,-347.0518519
11/11/2021 10:15,10109,0,8605,-407.9037037
11/11/2021 10:30,9911,0,9000,-470.5555556
11/11/2021 10:45,10162,0,8947,-497.2740741
11/11/2021 11:00,8592,0,7268,-527.4962963
11/11/2021 11:15,8822,0,6451,-560.8444444
11/11/2021 11:30,8844,0,6642,-597.0148148
11/11/2021 11:45,9442,0,7242,-479.6148148
11/11/2021 12:00,9571,0,5991,-369.9407407
11/11/2021 12:15,11278,0,6328,-275.5777778
11/11/2021 12:30,9861,0,5546,-200.8814815
11/11/2021 12:45,8676,0,5377,-179.1555556
11/11/2021 13:00,9512,0,5461,-160.0962963
11/11/2021 13:15,11268,0,5829,-143.1037037
11/11/2021 13:30,8151,0,5546,-127.6888889
11/11/2021 13:45,9434,0,5452,-111.7037037
11/11/2021 14:00,8691,0,5057,-96.9037037
11/11/2021 14:15,8474,0,5244,-82.99259259
11/11/2021 14:30,8659,0,6975,-69.71111111
11/11/2021 14:45,8360,0,5175,-54.67407407
11/11/2021 15:00,11123,0,5570,-39.75555556
11/11/2021 15:15,10506,0,5868,-24.97777778
11/11/2021 15:30,9468,0,6020,-10.39259259
11/11/2021 15:45,10675,0,7045,-9.125925926
11/11/2021 16:00,10810,0,5637,-7.866666667
11/11/2021 16:15,11030,0,4865,-6.674074074
11/11/2021 16:30,13306,0,4782,-5.074074074
11/11/2021 16:45,14388,0,4782,0
11/11/2021 17:00,13264,0,5461,0
11/11/2021 17:15,15710,0,6153,0
11/11/2021 17:30,20364,0,4736,0
11/11/2021 17:45,20730,0,4757,0
11/11/2021 18:00,17577,0,5433,0
11/11/2021 18:15,16112,0,5399,0
11/11/2021 18:30,17864,0,4919,0
11/11/2021 18:45,17769,0,6069,0
11/11/2021 19:00,17752,0,7112,0
11/11/2021 19:15,18607,0,7650,0
11/11/2021 19:30,15464,0,5864,0
11/11/2021 19:45,16132,0,4984,0
11/11/2021 20:00,18914,0,8570,0
11/11/2021 20:15,16650,0,7829,0
11/11/2021 20:30,16594,0,7679,0
11/11/2021 20:45,15659,0,7133,0
11/11/2021 21:00,13996,0,11272,0
11/11/2021 21:15,12822,0,7107,0
11/11/2021 21:30,12270,0,6806,0
11/11/2021 21:45,12274,0,5624,0
11/11/2021 22:00,12051,0,7272,0
11/11/2021 22:15,11852,0,6949,0
11/11/2021 22:30,11751,0,4627,0
11/11/2021 22:45,12514,0,6239,0
11/11/2021 23:00,11609,0,4030,0
11/11/2021 23:15,10075,0,4030,0
11/11/2021 23:30,8707,0,4030,0
11/11/2021 23:45,8061,0,4030,0
11/12/2021 0:00,7445,0,4268,0
11/12/2021 0:15,5547,0,4268,0
11/12/2021 0:30,5384,0,4268,0
11/12/2021 0:45,5336,0,4268,0
11/12/2021 1:00,5356,0,4268,0
11/12/2021 1:15,5392,0,4268,0
11/12/2021 1:30,5373,0,4268,0
11/12/2021 1:45,5332,0,4268,0
11/12/2021 2:00,5368,0,4268,0
11/12/2021 2:15,5380,0,4268,0
11/12/2021 2:30,5374,0,4268,0
11/12/2021 2:45,5337,0,4268,0
11/12/2021 3:00,5376,0,4268,0
11/12/2021 3:15,5377,0,4268,0
11/12/2021 3:30,5349,0,4268,0
11/12/2021 3:45,5371,0,4268,0
11/12/2021 4:00,5368,0,4268,0
11/12/2021 4:15,5365,0,4268,0
11/12/2021 4:30,5349,0,4268,0
11/12/2021 4:45,5392,0,4268,0
11/12/2021 5:00,5354,0,4268,0
11/12/2021 5:15,5345,0,4268,0
11/12/2021 5:30,5382,0,4268,0
11/12/2021 5:45,5385,0,4268,0
11/12/2021 6:00,5341,0,4268,0
11/12/2021 6:15,5347,0,4268,0
11/12/2021 6:30,5409,0,4268,0
11/12/2021 6:45,5361,0,4268,0
11/12/2021 7:00,5332,0,4268,0
11/12/2021 7:15,5366,0,4268,0
11/12/2021 7:30,5651,0,4640,0
11/12/2021 7:45,6291,0,6464,0
11/12/2021 8:00,6316,0,6464,-8.562962963
11/12/2021 8:15,6511,0,10206,-17.99259259
11/12/2021 8:30,9114,0,8638,-22.23703704
11/12/2021 8:45,11529,0,12987,-33.02222222
11/12/2021 9:00,9876,0,18382,-43.91851852
11/12/2021 9:15,10315,0,17774,-54.92592593
11/12/2021 9:30,10535,0,13864,-66.12592593
11/12/2021 9:45,8831,0,12928,-93.93333333
11/12/2021 10:00,8362,0,8557,-126.8148148
11/12/2021 10:15,9115,0,9360,-165.0518519
11/12/2021 10:30,9964,0,8670,-208.8
11/12/2021 10:45,12183,0,8250,-205.9037037
11/12/2021 11:00,11110,0,8842,-205.3555556
11/12/2021 11:15,9452,0,6999,-206.6074074
11/12/2021 11:30,9007,0,9134,-209.362963
11/12/2021 11:45,10110,0,6456,-179.1111111
11/12/2021 12:00,10023,0,7287,-154.8296296
11/12/2021 12:15,11466,0,7577,-134.9037037
11/12/2021 12:30,12619,0,7249,-118.0518519
11/12/2021 12:45,12737,0,5684,-116.6222222
11/12/2021 13:00,12087,0,5836,-115.3703704
11/12/2021 13:15,10630,0,5195,-114.3333333
11/12/2021 13:30,10001,0,4884,-113.5555556
11/12/2021 13:45,9645,0,5412,-99.4962963
11/12/2021 14:00,10910,0,4730,-86.31851852
11/12/2021 14:15,12325,0,4469,-73.73333333
11/12/2021 14:30,10799,0,6830,-61.42962963
11/12/2021 14:45,10934,0,4325,-51.97037037
11/12/2021 15:00,10968,0,6651,-42.55555556
11/12/2021 15:15,9002,0,7217,-33.17777778
11/12/2021 15:30,8593,0,5202,-23.82222222
11/12/2021 15:45,9185,0,6007,-19.27407407
11/12/2021 16:00,9924,0,6316,-14.75555556
11/12/2021 16:15,13272,0,6427,-10.28888889
11/12/2021 16:30,11881,0,5585,-5.066666667
11/12/2021 16:45,11855,0,5047,0
11/12/2021 17:00,15149,0,5854,0
11/12/2021 17:15,16571,0,4746,0
11/12/2021 17:30,15086,0,4929,0
11/12/2021 17:45,16625,0,4892,0
11/12/2021 18:00,15800,0,4840,0
11/12/2021 18:15,16519,0,6286,0
11/12/2021 18:30,16371,0,7224,0
11/12/2021 18:45,16483,0,9298,0
11/12/2021 19:00,15473,0,6438,0
11/12/2021 19:15,19432,0,8816,0
11/12/2021 19:30,19887,0,7120,0
11/12/2021 19:45,19092,0,8408,0
11/12/2021 20:00,18764,0,8213,0
11/12/2021 20:15,22735,0,10632,0
11/12/2021 20:30,21949,0,8802,0
11/12/2021 20:45,23479,0,9999,0
11/12/2021 21:00,20830,0,10477,0
11/12/2021 21:15,18550,0,9777,0
11/12/2021 21:30,17264,0,11875,0
11/12/2021 21:45,13266,0,6075,0
11/12/2021 22:00,12550,0,6297,0
11/12/2021 22:15,14719,0,5344,0
11/12/2021 22:30,13099,0,7117,0
11/12/2021 22:45,11357,0,7884,0
11/12/2021 23:00,10662,0,4288,0
11/12/2021 23:15,8993,0,3535,0
11/12/2021 23:30,6261,0,3371,0
11/12/2021 23:45,6175,0,3287,0
11/13/2021 0:00,7268,0,4178,0
11/13/2021 0:15,5577,0,4178,0
11/13/2021 0:30,5315,0,4178,0
11/13/2021 0:45,5373,0,4178,0
11/13/2021 1:00,5393,0,4178,0
11/13/2021 1:15,5359,0,4178,0
11/13/2021 1:30,5322,0,4178,0
11/13/2021 1:45,5390,0,4178,0
11/13/2021 2:00,5399,0,4178,0
11/13/2021 2:15,5329,0,4178,0
11/13/2021 2:30,5342,0,4178,0
11/13/2021 2:45,5404,0,4178,0
11/13/2021 3:00,5377,0,4178,0
11/13/2021 3:15,5315,0,4178,0
11/13/2021 3:30,5381,0,4178,0
11/13/2021 3:45,5387,0,4178,0
11/13/2021 4:00,5357,0,4178,0
11/13/2021 4:15,5330,0,4178,0
11/13/2021 4:30,5404,0,4178,0
11/13/2021 4:45,5352,0,4178,0
11/13/2021 5:00,5358,0,4178,0
11/13/2021 5:15,5359,0,4178,0
11/13/2021 5:30,5392,0,4178,0
11/13/2021 5:45,5363,0,4178,0
11/13/2021 6:00,5581,0,4178,0
11/13/2021 6:15,5764,0,4386,0
11/13/2021 6:30,6911,0,7679,0
11/13/2021 6:45,9044,0,9679,0
11/13/2021 7:00,9946,0,9980,0
11/13/2021 7:15,10521,0,9233,0
11/13/2021 7:30,13108,0,9787,0
11/13/2021 7:45,10751,0,12853,0
11/13/2021 8:00,8573,0,7820,0
11/13/2021 8:15,13433,0,5915,-13.08148148
11/13/2021 8:30,13068,0,5026,-16.45925926
11/13/2021 8:45,9448,0,4216,-43.47407407
11/13/2021 9:00,10880,0,4457,-79.19259259
11/13/2021 9:15,9763,0,3995,-121.1481481
11/13/2021 9:30,6044,0,3995,-167.4296296
11/13/2021 9:45,5648,0,4127,-172.8888889
11/13/2021 10:00,5561,0,3995,-181.5777778
11/13/2021 10:15,6738,0,3995,-192.5851852
11/13/2021 10:30,7534,0,4507,-205.5185185
11/13/2021 10:45,6368,0,3995,-227.6666667
11/13/2021 11:00,6365,0,3995,-252.0296296
11/13/2021 11:15,5943,0,3995,-278.9259259
11/13/2021 11:30,6603,0,3995,-308.7259259
11/13/2021 11:45,4944,0,4939,-377.2
11/13/2021 12:00,4639,0,3827,-452.0888889
11/13/2021 12:15,4534,0,3827,-531.5481481
11/13/2021 12:30,5008,0,3743,-613.0962963
11/13/2021 12:45,5061,0,3388,-583.1037037
11/13/2021 13:00,6468,0,3388,-556.5111111
11/13/2021 13:15,6670,0,3613,-533.4814815
11/13/2021 13:30,4896,0,4543,-514.2
11/13/2021 13:45,5182,0,3552,-422.4222222
11/13/2021 14:00,5642,0,3388,-333.6814815
11/13/2021 14:15,6875,0,5277,-251.2666667
11/13/2021 14:30,7220,0,3388,-178.5259259
11/13/2021 14:45,6811,0,3828,-159.5925926
11/13/2021 15:00,7862,0,3388,-142.3777778
11/13/2021 15:15,9425,0,3692,-126.9777778
11/13/2021 15:30,8385,0,3234,-113.8814815
11/13/2021 15:45,9256,0,4361,-87.68888889
11/13/2021 16:00,10587,0,3306,-61.93333333
11/13/2021 16:15,11985,0,3560,-34.94074074
11/13/2021 16:30,12102,0,3955,-5.051851852
11/13/2021 16:45,14786,0,4074,0
11/13/2021 17:00,16007,0,4304,0
11/13/2021 17:15,14470,0,4727,0
11/13/2021 17:30,15268,0,3831,0
11/13/2021 17:45,16485,0,3486,0
11/13/2021 18:00,17543,0,3386,0
11/13/2021 18:15,16671,0,3586,0
11/13/2021 18:30,15847,0,3795,0
11/13/2021 18:45,16802,0,3586,0
11/13/2021 19:00,23985,0,3451,0
11/13/2021 19:15,21218,0,4386,0
11/13/2021 19:30,18443,0,4886,0
11/13/2021 19:45,14203,0,4509,0
11/13/2021 20:00,18661,0,5605,0
11/13/2021 20:15,21620,0,11050,0
11/13/2021 20:30,16616,0,8183,0
11/13/2021 20:45,20212,0,7888,0
11/13/2021 21:00,16301,0,6653,0
11/13/2021 21:15,13903,0,7658,0
11/13/2021 21:30,14811,0,7088,0
11/13/2021 21:45,13015,0,9380,0
11/13/2021 22:00,11758,0,7348,0
11/13/2021 22:15,10509,0,5681,0
11/13/2021 22:30,10587,0,6477,0
11/13/2021 22:45,9206,0,4273,0
11/13/2021 23:00,9957,0,4268,0
11/13/2021 23:15,7629,0,4268,0
11/13/2021 23:30,6387,0,4268,0
11/13/2021 23:45,7230,0,4268,0
11/14/2021 0:00,5727,0,4779,0
11/14/2021 0:15,5368,0,4779,0
11/14/2021 0:30,5376,0,4779,0
11/14/2021 0:45,5331,0,4779,0
11/14/2021 1:00,5394,0,4779,0
11/14/2021 1:15,5346,0,4779,0
11/14/2021 1:30,5372,0,4779,0
11/14/2021 1:45,5369,0,4779,0
11/14/2021 2:00,5367,0,4779,0
11/14/2021 2:15,5344,0,4779,0
11/14/2021 2:30,5378,0,4779,0
11/14/2021 2:45,5381,0,4779,0
11/14/2021 3:00,5344,0,4779,0
11/14/2021 3:15,5349,0,4779,0
11/14/2021 3:30,5394,0,4779,0
11/14/2021 3:45,5369,0,4779,0
11/14/2021 4:00,5328,0,4779,0
11/14/2021 4:15,5380,0,4779,0
11/14/2021 4:30,5381,0,4779,0
11/14/2021 4:45,5361,0,4779,0
11/14/2021 5:00,5332,0,4779,0
11/14/2021 5:15,5392,0,4779,0
11/14/2021 5:30,5371,0,4779,0
11/14/2021 5:45,5378,0,5383,0
11/14/2021 6:00,5480,0,5383,0
11/14/2021 6:15,5867,0,5870,0
11/14/2021 6:30,7082,0,8600,0
11/14/2021 6:45,9866,0,16329,0
11/14/2021 7:00,10658,0,16140,0
11/14/2021 7:15,10999,0,14156,0
11/14/2021 7:30,9868,0,17224,0
11/14/2021 7:45,8689,0,11228,0
11/14/2021 8:00,7809,0,9685,0
11/14/2021 8:15,6971,0,8840,-30.08888889
11/14/2021 8:30,6766,0,6928,-26.26666667
11/14/2021 8:45,6933,0,7126,-31.97037037
11/14/2021 9:00,6993,0,5770,-38.28148148
11/14/2021 9:15,6928,0,6071,-44.77777778
11/14/2021 9:30,6898,0,5779,-51.34814815
11/14/2021 9:45,6811,0,5779,-58.68148148
11/14/2021 10:00,7673,0,5779,-66.05925926
11/14/2021 10:15,8935,0,5802,-73.48888889
11/14/2021 10:30,8873,0,5779,-81.05925926
11/14/2021 10:45,7682,0,5779,-92.54074074
11/14/2021 11:00,8402.4,0,5779,-104.6222222
11/14/2021 11:15,7582,0,5887,-117.5185185
11/14/2021 11:30,6911,0,5711,-131.5259259
11/14/2021 11:45,6903,0,5649,-141.6296296
11/14/2021 12:00,6715,0,5498,-152.7481481
11/14/2021 12:15,7080,0,5498,-165.2296296
11/14/2021 12:30,8332,0,5498,-179.562963
11/14/2021 12:45,8745,0,5649,-162.7407407
11/14/2021 13:00,7580,0,5498,-147.8592593
11/14/2021 13:15,10609,0,5498,-134.4444444
11/14/2021 13:30,10850.36,0,5639,-122.1259259
11/14/2021 13:45,11307,0,5639,-122.2888889
11/14/2021 14:00,9174,0,5639,-123.3037037
11/14/2021 14:15,9884,0,5639,-125.6666667
11/14/2021 14:30,9196,0,5639,-130.237037
11/14/2021 14:45,7721,0,6444,-110.8666667
11/14/2021 15:00,8160,0,5639,-92.65185185
11/14/2021 15:15,9073,0,5607,-75.33333333
11/14/2021 15:30,8812,0,5406,-58.71851852
11/14/2021 15:45,8816,0,5506,-45.85185185
11/14/2021 16:00,10646,0,5506,-33.22962963
11/14/2021 16:15,11574,0,5823,-20.62962963
11/14/2021 16:30,13619,0,6333,0
11/14/2021 16:45,15360,0,6827,0
11/14/2021 17:00,16384,0,7352,0
11/14/2021 17:15,14972,0,7309,0
11/14/2021 17:30,18859,0,8370,0
11/14/2021 17:45,19888,0,8343,0
11/14/2021 18:00,19515,0,7938,0
11/14/2021 18:15,15535,0,7067,0
11/14/2021 18:30,17611,0,7576,0
11/14/2021 18:45,20242,0,8753,0
11/14/2021 19:00,18920,0,9452,0
11/14/2021 19:15,17092,0,8376,0
11/14/2021 19:30,13597,0,7082,0
11/14/2021 19:45,18317,0,8700,0
11/14/2021 20:00,18726,0,10306,0
11/14/2021 20:15,18924,0,12358,0
11/14/2021 20:30,20122,0,11330,0
11/14/2021 20:45,19976,0,11093,0
11/14/2021 21:00,16115,0,10324,0
11/14/2021 21:15,14298,0,11652,0
11/14/2021 21:30,17087,0,12461,0
11/14/2021 21:45,14063,0,7090,0
11/14/2021 22:00,12375,0,8706,0
11/14/2021 22:15,11365,0,7261,0
11/14/2021 22:30,12708,0,7261,0
11/14/2021 22:45,11043,0,5044,0
11/14/2021 23:00,10915,0,4450,0
11/14/2021 23:15,10661,0,4252,0
11/14/2021 23:30,7136,0,4107,0
11/14/2021 23:45,7939,0,3790,0
11/15/2021 0:00,7273,0,3562,0
11/15/2021 0:15,5528,0,3562,0
11/15/2021 0:30,5355,0,3562,0
11/15/2021 0:45,5413,0,3562,0
11/15/2021 1:00,5316,0,3562,0
11/15/2021 1:15,5370,0,3562,0
11/15/2021 1:30,5383,0,3562,0
11/15/2021 1:45,5360,0,3562,0
11/15/2021 2:00,5332,0,3562,0
11/15/2021 2:15,5394,0,3562,0
11/15/2021 2:30,5384,0,3562,0
11/15/2021 2:45,5318,0,3562,0
11/15/2021 3:00,5362,0,3562,0
11/15/2021 3:15,5406,0,3562,0
11/15/2021 3:30,5366,0,3562,0
11/15/2021 3:45,5297,0,3562,0
11/15/2021 4:00,5413,0,3562,0
11/15/2021 4:15,5383,0,3562,0
11/15/2021 4:30,5346,0,3562,0
11/15/2021 4:45,5322,0,3562,0
11/15/2021 5:00,5415,0,3562,0
11/15/2021 5:15,5363,0,3562,0
11/15/2021 5:30,5343,0,3562,0
11/15/2021 5:45,5361,0,3637,0
11/15/2021 6:00,5460,0,3637,0
11/15/2021 6:15,5752,0,3637,0
11/15/2021 6:30,7789,0,5657,0
11/15/2021 6:45,8693,0,5800,0
11/15/2021 7:00,10160,0,9933,0
11/15/2021 7:15,11615,0,12934,0
11/15/2021 7:30,11505,0,13539,0
11/15/2021 7:45,10469,0,8516,0
11/15/2021 8:00,8760,0,5191,0
11/15/2021 8:15,7605,0,5716,-24.45185185
11/15/2021 8:30,6872,0,4364,-23.05925926
11/15/2021 8:45,6821,0,4962,-37.87407407
11/15/2021 9:00,6609,0,5026,-53.01481481
11/15/2021 9:15,6623,0,4844,-68.54814815
11/15/2021 9:30,6510,0,4364,-84.62962963
11/15/2021 9:45,6560,0,4364,-73.79259259
11/15/2021 10:00,6589,0,4705,-67.65925926
11/15/2021 10:15,6626,0,4364,-63.02222222
11/15/2021 10:30,6614,0,4364,-58.63703704
11/15/2021 10:45,6587,0,4364,-63.31851852
11/15/2021 11:00,6612,0,4364,-68.02962963
11/15/2021 11:15,6574,0,4364,-72.76296296
11/15/2021 11:30,6545,0,4364,-77.52592593
11/15/2021 11:45,6566,0,4364,-73.2962963
11/15/2021 12:00,7456,0,4364,-69.11111111
11/15/2021 12:15,8512,0,3836,-64.97777778
11/15/2021 12:30,6605,0,3716,-60.87407407
11/15/2021 12:45,6877,0,4194,-60.88148148
11/15/2021 13:00,6656,0,5470,-60.91111111
11/15/2021 13:15,7614,0,3961,-60.96296296
11/15/2021 13:30,7809,0,3961,-61.02962963
11/15/2021 13:45,7018,0,3961,-57.68888889
11/15/2021 14:00,6953,0,4018,-54.37037037
11/15/2021 14:15,7087,0,4018,-51.06666667
11/15/2021 14:30,8589,0,4141,-47.79259259
11/15/2021 14:45,9441,0,4664,-41.11851852
11/15/2021 15:00,10437,0,4244,-34.45925926
11/15/2021 15:15,9837,0,5138,-27.82222222
11/15/2021 15:30,10302,0,4127,-21.2
11/15/2021 15:45,14305,0,4749,-18.02962963
11/15/2021 16:00,12846,0,4798,-14.94814815
11/15/2021 16:15,13448,0,4033,-12.19259259
11/15/2021 16:30,19018,0,4813,0
11/15/2021 16:45,17085,0,6360,0
11/15/2021 17:00,15514,0,4328,0
11/15/2021 17:15,16996,0,4252,0
11/15/2021 17:30,19771,0,4818,0
11/15/2021 17:45,22118,0,4784,0
11/15/2021 18:00,19434,0,4084,0
11/15/2021 18:15,18481,0,4113,0
11/15/2021 18:30,20508,0,3810,0
11/15/2021 18:45,21517,0,4113,0
11/15/2021 19:00,17865,0,6062,0
11/15/2021 19:15,16725,0,5814,0
11/15/2021 19:30,14470,0,8742,0
11/15/2021 19:45,17901,0,5694,0
11/15/2021 20:00,16563,0,8925,0
11/15/2021 20:15,15071,0,8192,0
11/15/2021 20:30,19248,0,6650,0
11/15/2021 20:45,18600,0,8244,0
11/15/2021 21:00,15942,0,6889,0
11/15/2021 21:15,14623,0,9284,0
11/15/2021 21:30,17171,0,6851,0
11/15/2021 21:45,16004,0,9931,0
11/15/2021 22:00,15183,0,10620,0
11/15/2021 22:15,13621,0,6331,0
11/15/2021 22:30,11578,0,6532,0
11/15/2021 22:45,14865,0,5835,0
11/15/2021 23:00,11464,0,4902,0
11/15/2021 23:15,10590,0,4244,0
11/15/2021 23:30,12012,0,4244,0
11/15/2021 23:45,8279,0,4244,0
11/16/2021 0:00,7268,0,4956,0
11/16/2021 0:15,5551,0,4956,0
11/16/2021 0:30,5368,0,4956,0
11/16/2021 0:45,5359,0,4956,0
11/16/2021 1:00,5360,0,4956,0
11/16/2021 1:15,5366,0,4956,0
11/16/2021 1:30,5379,0,4956,0
11/16/2021 1:45,5348,0,4956,0
11/16/2021 2:00,5366,0,4956,0
11/16/2021 2:15,5366,0,4956,0
11/16/2021 2:30,5376,0,4956,0
11/16/2021 2:45,5351,0,4956,0
11/16/2021 3:00,5364,0,4956,0
11/16/2021 3:15,5372,0,4956,0
11/16/2021 3:30,5365,0,4956,0
11/16/2021 3:45,5367,0,4956,0
11/16/2021 4:00,5345,0,4956,0
11/16/2021 4:15,5381,0,4956,0
11/16/2021 4:30,5358,0,4956,0
11/16/2021 4:45,5378,0,4956,0
11/16/2021 5:00,5351,0,4956,0
11/16/2021 5:15,5372,0,4956,0
11/16/2021 5:30,5347,0,4956,0
11/16/2021 5:45,5381,0,4956,0
11/16/2021 6:00,5429,0,4956,0
11/16/2021 6:15,5821,0,4956,0
11/16/2021 6:30,7266,0,7098,0
11/16/2021 6:45,7770,0,10990,0
11/16/2021 7:00,9000,0,11894,0
11/16/2021 7:15,9640,0,13323,0
11/16/2021 7:30,12829,0,17407,0
11/16/2021 7:45,9948,0,10680,0
11/16/2021 8:00,8957,0,7741,0
11/16/2021 8:15,9461,0,5957,-1.918518519
11/16/2021 8:30,7540,0,6398,-2.607407407
11/16/2021 8:45,6727,0,5916,-5.214814815
11/16/2021 9:00,6700,0,5943,-7.814814815
11/16/2021 9:15,6653,0,5943,-10.41481481
11/16/2021 9:30,6682,0,6038,-13.01481481
11/16/2021 9:45,6614,0,5257,-12.98518519
11/16/2021 10:00,6606,0,5257,-12.96296296
11/16/2021 10:15,6617,0,5257,-12.94814815
11/16/2021 10:30,6653,0,5257,-12.93333333
11/16/2021 10:45,6589,0,5257,-16.19259259
11/16/2021 11:00,6596,0,5562,-19.45925926
11/16/2021 11:15,7609,0,5948,-22.74074074
11/16/2021 11:30,8085,0,5191,-26.02222222
11/16/2021 11:45,6849,0,5351,-27.99259259
11/16/2021 12:00,8380,0,5195,-29.97037037
11/16/2021 12:15,9135,0,5048,-31.95555556
11/16/2021 12:30,7024,0,5048,-33.94814815
11/16/2021 12:45,10323,0,6622,-32.62222222
11/16/2021 13:00,11924,0,5312,-31.3037037
11/16/2021 13:15,9215,0,4509,-29.99259259
11/16/2021 13:30,8578,0,4569,-28.68148148
11/16/2021 13:45,8495,0,5248,-26.05185185
11/16/2021 14:00,10151,0,3843,-23.42962963
11/16/2021 14:15,9663,0,4569,-20.81481481
11/16/2021 14:30,8617,0,4671,-18.2
